signal_date,trade_date,session,direction,direction_zh,total_score,tw_score,intl_score,news_score,entry_price,exit_price,pnl_points,pnl_nts,win,status
2005-01-25,2005-01-26,day,-1,做空▼,-9,-9,0,0,5814,5836,-21.9,-269,False,sim_v60
2005-01-26,2005-01-27,day,0,觀望─,-8,-8,0,0,,,,,,sim_v60_skip
2005-01-27,2005-01-28,day,0,觀望─,-7,-7,0,0,,,,,,sim_v60_skip
2005-01-28,2005-01-31,day,-1,做空▼,-7,-7,0,0,5904,5995,-90.9,-959,False,sim_v60
2005-01-31,2005-02-01,day,0,觀望─,2,2,0,0,,,,,,sim_v60_skip
2005-02-01,2005-02-02,day,0,觀望─,6,6,0,0,,,,,,sim_v60_skip
2005-02-02,2005-02-03,day,0,觀望─,6,6,0,0,,,,,,sim_v60_skip
2005-02-03,2005-02-14,day,0,觀望─,7,7,0,0,,,,,,sim_v60_skip
2005-02-14,2005-02-15,day,1,做多▲,10,10,0,0,6123,6121,-1.6,-66,False,sim_v60
2005-02-15,2005-02-16,day,0,觀望─,10,10,0,0,,,,,,sim_v60_skip
2005-02-16,2005-02-17,day,1,做多▲,8,8,0,0,6120,6071,-48.5,-535,False,sim_v60
2005-02-17,2005-02-18,day,1,做多▲,8,8,0,0,6073,6114,41.0,360,True,sim_v60
2005-02-18,2005-02-21,day,0,觀望─,7,7,0,0,,,,,,sim_v60_skip
2005-02-21,2005-02-22,day,0,觀望─,6,6,0,0,,,,,,sim_v60_skip
2005-02-22,2005-02-23,day,0,觀望─,5,5,0,0,,,,,,sim_v60_skip
2005-02-23,2005-02-24,day,0,觀望─,7,7,0,0,,,,,,sim_v60_skip
2005-02-24,2005-02-25,day,1,做多▲,7,7,0,0,6196,6207,10.6,56,True,sim_v60
2005-02-25,2005-03-01,day,1,做多▲,7,7,0,0,6228,6259,30.3,253,True,sim_v60
2005-03-01,2005-03-02,day,1,做多▲,8,8,0,0,6268,6224,-44.3,-493,False,sim_v60
2005-03-02,2005-03-03,day,1,做多▲,7,7,0,0,6221,6201,-19.3,-243,False,sim_v60
2005-03-03,2005-03-04,day,0,觀望─,8,8,0,0,,,,,,sim_v60_skip
2005-03-04,2005-03-07,day,0,觀望─,7,7,0,0,,,,,,sim_v60_skip
2005-03-07,2005-03-08,day,1,做多▲,9,9,0,0,6252,6172,-79.2,-842,False,sim_v60
2005-03-08,2005-03-09,day,0,觀望─,8,8,0,0,,,,,,sim_v60_skip
2005-03-09,2005-03-10,day,0,觀望─,9,9,0,0,,,,,,sim_v60_skip
2005-03-10,2005-03-11,day,0,觀望─,1,1,0,0,,,,,,sim_v60_skip
2005-03-11,2005-03-14,day,0,觀望─,2,2,0,0,,,,,,sim_v60_skip
2005-03-14,2005-03-15,day,0,觀望─,-3,-3,0,0,,,,,,sim_v60_skip
2005-03-15,2005-03-16,day,0,觀望─,-5,-5,0,0,,,,,,sim_v60_skip
2005-03-16,2005-03-17,day,0,觀望─,-5,-5,0,0,,,,,,sim_v60_skip
2005-03-17,2005-03-18,day,0,觀望─,-8,-8,0,0,,,,,,sim_v60_skip
2005-03-18,2005-03-21,day,0,觀望─,-8,-8,0,0,,,,,,sim_v60_skip
2005-03-21,2005-03-22,day,0,觀望─,-4,-4,0,0,,,,,,sim_v60_skip
2005-03-22,2005-03-23,day,0,觀望─,-6,-6,0,0,,,,,,sim_v60_skip
2005-03-23,2005-03-24,day,-1,做空▼,-6,-6,0,0,6029,6002,26.7,217,True,sim_v60
2005-03-24,2005-03-25,day,0,觀望─,-6,-6,0,0,,,,,,sim_v60_skip
2005-03-25,2005-03-28,day,-1,做空▼,-8,-8,0,0,6091,6050,41.1,361,True,sim_v60
2005-03-28,2005-03-29,day,0,觀望─,-8,-8,0,0,,,,,,sim_v60_skip
2005-03-29,2005-03-30,day,-1,做空▼,-6,-6,0,0,5939,5959,-19.8,-248,False,sim_v60
2005-03-30,2005-03-31,day,-1,做空▼,-7,-7,0,0,6005,6007,-2.0,-70,False,sim_v60
2005-03-31,2005-04-01,day,0,觀望─,-9,-9,0,0,,,,,,sim_v60_skip
2005-04-01,2005-04-04,day,0,觀望─,-8,-8,0,0,,,,,,sim_v60_skip
2005-04-04,2005-04-06,day,0,觀望─,-8,-8,0,0,,,,,,sim_v60_skip
2005-04-06,2005-04-07,day,0,觀望─,-8,-8,0,0,,,,,,sim_v60_skip
2005-04-07,2005-04-08,day,0,觀望─,-6,-6,0,0,,,,,,sim_v60_skip
2005-04-08,2005-04-11,day,0,觀望─,-3,-3,0,0,,,,,,sim_v60_skip
2005-04-11,2005-04-12,day,0,觀望─,-5,-5,0,0,,,,,,sim_v60_skip
2005-04-12,2005-04-13,day,0,觀望─,-4,-4,0,0,,,,,,sim_v60_skip
2005-04-13,2005-04-14,day,0,觀望─,-7,-7,0,0,,,,,,sim_v60_skip
2005-04-14,2005-04-15,day,-1,做空▼,-8,-8,0,0,5945,5889,55.8,508,True,sim_v60
2005-04-15,2005-04-18,day,0,觀望─,-9,-9,0,0,,,,,,sim_v60_skip
2005-04-18,2005-04-19,day,-1,做空▼,-7,-7,0,0,5736,5749,-13.4,-184,False,sim_v60
2005-04-19,2005-04-20,day,-1,做空▼,-9,-9,0,0,5799,5694,104.8,998,True,sim_v60
2005-04-20,2005-04-21,day,0,觀望─,-9,-9,0,0,,,,,,sim_v60_skip
2005-04-21,2005-04-22,day,-1,做空▼,-6,-6,0,0,5776,5748,28.4,234,True,sim_v60
2005-04-22,2005-04-25,day,0,觀望─,-5,-5,0,0,,,,,,sim_v60_skip
2005-04-25,2005-04-26,day,-1,做空▼,-7,-7,0,0,5773,5806,-33.5,-385,False,sim_v60
2005-04-26,2005-04-27,day,0,觀望─,-7,-7,0,0,,,,,,sim_v60_skip
2005-04-27,2005-04-28,day,0,觀望─,-8,-8,0,0,,,,,,sim_v60_skip
2005-04-28,2005-04-29,day,0,觀望─,-4,-4,0,0,,,,,,sim_v60_skip
2005-04-29,2005-05-03,day,0,觀望─,-1,-1,0,0,,,,,,sim_v60_skip
2005-05-03,2005-05-04,day,0,觀望─,-1,-1,0,0,,,,,,sim_v60_skip
2005-05-04,2005-05-05,day,0,觀望─,-2,-2,0,0,,,,,,sim_v60_skip
2005-05-05,2005-05-06,day,0,觀望─,3,3,0,0,,,,,,sim_v60_skip
2005-05-06,2005-05-09,day,0,觀望─,6,6,0,0,,,,,,sim_v60_skip
2005-05-09,2005-05-10,day,1,做多▲,6,6,0,0,5974,5949,-25.6,-306,False,sim_v60
2005-05-10,2005-05-11,day,1,做多▲,8,8,0,0,5902,5916,14.4,94,True,sim_v60
2005-05-11,2005-05-12,day,0,觀望─,4,4,0,0,,,,,,sim_v60_skip
2005-05-12,2005-05-13,day,1,做多▲,5,5,0,0,5933,5980,47.9,429,True,sim_v60
2005-05-13,2005-05-16,day,1,做多▲,7,7,0,0,5993,5925,-68.4,-734,False,sim_v60
2005-05-16,2005-05-17,day,1,做多▲,8,8,0,0,5940,5893,-47.3,-523,False,sim_v60
2005-05-17,2005-05-18,day,0,觀望─,8,8,0,0,,,,,,sim_v60_skip
2005-05-18,2005-05-19,day,0,觀望─,3,3,0,0,,,,,,sim_v60_skip
2005-05-19,2005-05-20,day,0,觀望─,5,5,0,0,,,,,,sim_v60_skip
2005-05-20,2005-05-23,day,0,觀望─,5,5,0,0,,,,,,sim_v60_skip
2005-05-23,2005-05-24,day,0,觀望─,1,1,0,0,,,,,,sim_v60_skip
2005-05-24,2005-05-25,day,0,觀望─,4,4,0,0,,,,,,sim_v60_skip
2005-05-25,2005-05-26,day,0,觀望─,-2,-2,0,0,,,,,,sim_v60_skip
2005-05-26,2005-05-27,day,0,觀望─,2,2,0,0,,,,,,sim_v60_skip
2005-05-27,2005-05-30,day,0,觀望─,4,4,0,0,,,,,,sim_v60_skip
2005-05-30,2005-05-31,day,1,做多▲,10,10,0,0,6000,6011,10.7,57,True,sim_v60
2005-05-31,2005-06-01,day,1,做多▲,10,10,0,0,6004,5971,-32.9,-379,False,sim_v60
2005-06-01,2005-06-02,day,1,做多▲,7,7,0,0,6010,6038,28.6,236,True,sim_v60
2005-06-02,2005-06-03,day,0,觀望─,9,9,0,0,,,,,,sim_v60_skip
2005-06-03,2005-06-06,day,1,做多▲,9,9,0,0,6110,6137,26.3,213,True,sim_v60
2005-06-06,2005-06-07,day,1,做多▲,8,8,0,0,6145,6105,-40.5,-455,False,sim_v60
2005-06-07,2005-06-08,day,1,做多▲,9,9,0,0,6122,6161,38.3,333,True,sim_v60
2005-06-08,2005-06-09,day,0,觀望─,9,9,0,0,,,,,,sim_v60_skip
2005-06-09,2005-06-10,day,1,做多▲,9,9,0,0,6189,6191,2.2,-28,False,sim_v60
2005-06-10,2005-06-13,day,0,觀望─,6,6,0,0,,,,,,sim_v60_skip
2005-06-13,2005-06-14,day,1,做多▲,6,6,0,0,6246,6205,-40.8,-458,False,sim_v60
2005-06-14,2005-06-15,day,1,做多▲,6,6,0,0,6221,6251,30.3,253,True,sim_v60
2005-06-15,2005-06-16,day,0,觀望─,6,6,0,0,,,,,,sim_v60_skip
2005-06-16,2005-06-17,day,1,做多▲,6,6,0,0,6305,6293,-12.7,-177,False,sim_v60
2005-06-17,2005-06-20,day,0,觀望─,8,8,0,0,,,,,,sim_v60_skip
2005-06-20,2005-06-21,day,0,觀望─,8,8,0,0,,,,,,sim_v60_skip
2005-06-21,2005-06-22,day,0,觀望─,5,5,0,0,,,,,,sim_v60_skip
2005-06-22,2005-06-23,day,0,觀望─,6,6,0,0,,,,,,sim_v60_skip
2005-06-23,2005-06-24,day,1,做多▲,6,6,0,0,6352,6340,-12.1,-171,False,sim_v60
2005-06-24,2005-06-27,day,0,觀望─,7,7,0,0,,,,,,sim_v60_skip
2005-06-27,2005-06-28,day,0,觀望─,8,8,0,0,,,,,,sim_v60_skip
2005-06-28,2005-06-29,day,0,觀望─,8,8,0,0,,,,,,sim_v60_skip
2005-06-29,2005-06-30,day,0,觀望─,2,2,0,0,,,,,,sim_v60_skip
2005-06-30,2005-07-01,day,0,觀望─,-2,-2,0,0,,,,,,sim_v60_skip
2005-07-01,2005-07-04,day,0,觀望─,0,0,0,0,,,,,,sim_v60_skip
2005-07-04,2005-07-05,day,0,觀望─,2,2,0,0,,,,,,sim_v60_skip
2005-07-05,2005-07-06,day,0,觀望─,-5,-5,0,0,,,,,,sim_v60_skip
2005-07-06,2005-07-07,day,0,觀望─,-7,-7,0,0,,,,,,sim_v60_skip
2005-07-07,2005-07-08,day,-1,做空▼,-9,-9,0,0,6199,6202,-3.6,-86,False,sim_v60
2005-07-08,2005-07-11,day,-1,做空▼,-9,-9,0,0,6254,6300,-45.5,-505,False,sim_v60
2005-07-11,2005-07-12,day,0,觀望─,-1,-1,0,0,,,,,,sim_v60_skip
2005-07-12,2005-07-13,day,0,觀望─,3,3,0,0,,,,,,sim_v60_skip
2005-07-13,2005-07-14,day,0,觀望─,4,4,0,0,,,,,,sim_v60_skip
2005-07-14,2005-07-15,day,0,觀望─,8,8,0,0,,,,,,sim_v60_skip
2005-07-15,2005-07-19,day,0,觀望─,7,7,0,0,,,,,,sim_v60_skip
2005-07-19,2005-07-20,day,0,觀望─,9,9,0,0,,,,,,sim_v60_skip
2005-07-20,2005-07-21,day,1,做多▲,7,7,0,0,6346,6393,47.2,422,True,sim_v60
2005-07-21,2005-07-22,day,0,觀望─,8,8,0,0,,,,,,sim_v60_skip
2005-07-22,2005-07-25,day,1,做多▲,8,8,0,0,6407,6419,12.0,70,True,sim_v60
2005-07-25,2005-07-26,day,0,觀望─,9,9,0,0,,,,,,sim_v60_skip
2005-07-26,2005-07-27,day,0,觀望─,5,5,0,0,,,,,,sim_v60_skip
2005-07-27,2005-07-28,day,0,觀望─,1,1,0,0,,,,,,sim_v60_skip
2005-07-28,2005-07-29,day,0,觀望─,2,2,0,0,,,,,,sim_v60_skip
2005-07-29,2005-08-01,day,0,觀望─,-2,-2,0,0,,,,,,sim_v60_skip
2005-08-01,2005-08-02,day,0,觀望─,-3,-3,0,0,,,,,,sim_v60_skip
2005-08-02,2005-08-03,day,0,觀望─,-1,-1,0,0,,,,,,sim_v60_skip
2005-08-03,2005-08-04,day,0,觀望─,2,2,0,0,,,,,,sim_v60_skip
2005-08-04,2005-08-08,day,0,觀望─,1,1,0,0,,,,,,sim_v60_skip
2005-08-08,2005-08-09,day,0,觀望─,2,2,0,0,,,,,,sim_v60_skip
2005-08-09,2005-08-10,day,0,觀望─,-1,-1,0,0,,,,,,sim_v60_skip
2005-08-10,2005-08-11,day,0,觀望─,-5,-5,0,0,,,,,,sim_v60_skip
2005-08-11,2005-08-12,day,0,觀望─,-4,-4,0,0,,,,,,sim_v60_skip
2005-08-12,2005-08-15,day,-1,做空▼,-8,-8,0,0,6344,6246,97.7,927,True,sim_v60
2005-08-15,2005-08-16,day,-1,做空▼,-9,-9,0,0,6262,6243,18.5,135,True,sim_v60
2005-08-16,2005-08-17,day,-1,做空▼,-9,-9,0,0,6215,6243,-27.8,-328,False,sim_v60
2005-08-17,2005-08-18,day,-1,做空▼,-10,-10,0,0,6251,6206,45.2,402,True,sim_v60
2005-08-18,2005-08-19,day,0,觀望─,-10,-10,0,0,,,,,,sim_v60_skip
2005-08-19,2005-08-22,day,-1,做空▼,-10,-10,0,0,6194,6208,-13.8,-188,False,sim_v60
2005-08-22,2005-08-23,day,-1,做空▼,-9,-9,0,0,6210,6196,14.0,90,True,sim_v60
2005-08-23,2005-08-24,day,0,觀望─,-9,-9,0,0,,,,,,sim_v60_skip
2005-08-24,2005-08-25,day,0,觀望─,-6,-6,0,0,,,,,,sim_v60_skip
2005-08-25,2005-08-26,day,0,觀望─,-7,-7,0,0,,,,,,sim_v60_skip
2005-08-26,2005-08-29,day,0,觀望─,-6,-6,0,0,,,,,,sim_v60_skip
2005-08-29,2005-08-30,day,0,觀望─,-6,-6,0,0,,,,,,sim_v60_skip
2005-08-30,2005-08-31,day,0,觀望─,-6,-6,0,0,,,,,,sim_v60_skip
2005-08-31,2005-09-02,day,0,觀望─,-6,-6,0,0,,,,,,sim_v60_skip
2005-09-02,2005-09-05,day,-1,做空▼,-8,-8,0,0,6131,6100,31.2,262,True,sim_v60
2005-09-05,2005-09-06,day,0,觀望─,-8,-8,0,0,,,,,,sim_v60_skip
2005-09-06,2005-09-07,day,-1,做空▼,-8,-8,0,0,6167,6142,25.4,204,True,sim_v60
2005-09-07,2005-09-08,day,0,觀望─,-1,-1,0,0,,,,,,sim_v60_skip
2005-09-08,2005-09-09,day,0,觀望─,0,0,0,0,,,,,,sim_v60_skip
2005-09-09,2005-09-12,day,0,觀望─,-1,-1,0,0,,,,,,sim_v60_skip
2005-09-12,2005-09-13,day,0,觀望─,3,3,0,0,,,,,,sim_v60_skip
2005-09-13,2005-09-14,day,0,觀望─,3,3,0,0,,,,,,sim_v60_skip
2005-09-14,2005-09-15,day,0,觀望─,4,4,0,0,,,,,,sim_v60_skip
2005-09-15,2005-09-16,day,0,觀望─,1,1,0,0,,,,,,sim_v60_skip
2005-09-16,2005-09-19,day,0,觀望─,-5,-5,0,0,,,,,,sim_v60_skip
2005-09-19,2005-09-20,day,0,觀望─,-6,-6,0,0,,,,,,sim_v60_skip
2005-09-20,2005-09-21,day,0,觀望─,1,1,0,0,,,,,,sim_v60_skip
2005-09-21,2005-09-22,day,0,觀望─,0,0,0,0,,,,,,sim_v60_skip
2005-09-22,2005-09-23,day,-1,做空▼,-9,-9,0,0,5957,5927,30.2,252,True,sim_v60
2005-09-23,2005-09-26,day,-1,做空▼,-10,-10,0,0,5967,5931,35.5,305,True,sim_v60
2005-09-26,2005-09-27,day,-1,做空▼,-9,-9,0,0,5929,5946,-17.2,-222,False,sim_v60
2005-09-27,2005-09-28,day,-1,做空▼,-9,-9,0,0,5942,5932,9.7,47,True,sim_v60
2005-09-28,2005-09-29,day,0,觀望─,-9,-9,0,0,,,,,,sim_v60_skip
2005-09-29,2005-09-30,day,-1,做空▼,-8,-8,0,0,6053,6120,-67.0,-720,False,sim_v60
2005-09-30,2005-10-03,day,0,觀望─,-1,-1,0,0,,,,,,sim_v60_skip
2005-10-03,2005-10-04,day,0,觀望─,4,4,0,0,,,,,,sim_v60_skip
2005-10-04,2005-10-05,day,0,觀望─,4,4,0,0,,,,,,sim_v60_skip
2005-10-05,2005-10-06,day,0,觀望─,5,5,0,0,,,,,,sim_v60_skip
2005-10-06,2005-10-07,day,0,觀望─,5,5,0,0,,,,,,sim_v60_skip
2005-10-07,2005-10-11,day,0,觀望─,3,3,0,0,,,,,,sim_v60_skip
2005-10-11,2005-10-12,day,0,觀望─,3,3,0,0,,,,,,sim_v60_skip
2005-10-12,2005-10-13,day,0,觀望─,-1,-1,0,0,,,,,,sim_v60_skip
2005-10-13,2005-10-14,day,0,觀望─,-4,-4,0,0,,,,,,sim_v60_skip
2005-10-14,2005-10-17,day,0,觀望─,-3,-3,0,0,,,,,,sim_v60_skip
2005-10-17,2005-10-18,day,0,觀望─,-7,-7,0,0,,,,,,sim_v60_skip
2005-10-18,2005-10-19,day,-1,做空▼,-9,-9,0,0,5788,5695,92.7,877,True,sim_v60
2005-10-19,2005-10-20,day,-1,做空▼,-9,-9,0,0,5718,5749,-31.0,-360,False,sim_v60
2005-10-20,2005-10-21,day,-1,做空▼,-9,-9,0,0,5678,5740,-62.1,-671,False,sim_v60
2005-10-21,2005-10-24,day,0,觀望─,-6,-6,0,0,,,,,,sim_v60_skip
2005-10-24,2005-10-25,day,0,觀望─,-6,-6,0,0,,,,,,sim_v60_skip
2005-10-25,2005-10-26,day,0,觀望─,-6,-6,0,0,,,,,,sim_v60_skip
2005-10-26,2005-10-27,day,0,觀望─,-6,-6,0,0,,,,,,sim_v60_skip
2005-10-27,2005-10-28,day,0,觀望─,-6,-6,0,0,,,,,,sim_v60_skip
2005-10-28,2005-10-31,day,0,觀望─,-7,-7,0,0,,,,,,sim_v60_skip
2005-10-31,2005-11-01,day,-1,做空▼,-8,-8,0,0,5802,5799,2.8,-22,False,sim_v60
2005-11-01,2005-11-02,day,0,觀望─,-8,-8,0,0,,,,,,sim_v60_skip
2005-11-02,2005-11-03,day,0,觀望─,3,3,0,0,,,,,,sim_v60_skip
2005-11-03,2005-11-04,day,0,觀望─,2,2,0,0,,,,,,sim_v60_skip
2005-11-04,2005-11-07,day,0,觀望─,6,6,0,0,,,,,,sim_v60_skip
2005-11-07,2005-11-08,day,0,觀望─,5,5,0,0,,,,,,sim_v60_skip
2005-11-08,2005-11-09,day,0,觀望─,5,5,0,0,,,,,,sim_v60_skip
2005-11-09,2005-11-10,day,0,觀望─,8,8,0,0,,,,,,sim_v60_skip
2005-11-10,2005-11-11,day,1,做多▲,8,8,0,0,6052,6074,22.4,174,True,sim_v60
2005-11-11,2005-11-14,day,1,做多▲,8,8,0,0,6067,6083,15.4,104,True,sim_v60
2005-11-14,2005-11-15,day,1,做多▲,8,8,0,0,6073,6030,-43.7,-487,False,sim_v60
2005-11-15,2005-11-16,day,1,做多▲,7,7,0,0,6023,6045,22.6,176,True,sim_v60
2005-11-16,2005-11-17,day,0,觀望─,7,7,0,0,,,,,,sim_v60_skip
2005-11-17,2005-11-18,day,1,做多▲,6,6,0,0,6085,6106,20.7,157,True,sim_v60
2005-11-18,2005-11-21,day,0,觀望─,7,7,0,0,,,,,,sim_v60_skip
2005-11-21,2005-11-22,day,1,做多▲,7,7,0,0,6093,6058,-34.6,-396,False,sim_v60
2005-11-22,2005-11-23,day,0,觀望─,8,8,0,0,,,,,,sim_v60_skip
2005-11-23,2005-11-24,day,0,觀望─,9,9,0,0,,,,,,sim_v60_skip
2005-11-24,2005-11-25,day,1,做多▲,9,9,0,0,6135,6127,-7.5,-125,False,sim_v60
2005-11-25,2005-11-28,day,0,觀望─,7,7,0,0,,,,,,sim_v60_skip
2005-11-28,2005-11-29,day,0,觀望─,6,6,0,0,,,,,,sim_v60_skip
2005-11-29,2005-11-30,day,1,做多▲,8,8,0,0,6174,6202,28.5,235,True,sim_v60
2005-11-30,2005-12-01,day,0,觀望─,9,9,0,0,,,,,,sim_v60_skip
2005-12-01,2005-12-02,day,1,做多▲,9,9,0,0,6255,6228,-27.4,-324,False,sim_v60
2005-12-02,2005-12-05,day,0,觀望─,9,9,0,0,,,,,,sim_v60_skip
2005-12-05,2005-12-06,day,0,觀望─,7,7,0,0,,,,,,sim_v60_skip
2005-12-06,2005-12-07,day,1,做多▲,8,8,0,0,6363,6328,-35.0,-400,False,sim_v60
2005-12-07,2005-12-08,day,1,做多▲,7,7,0,0,6303,6248,-54.9,-599,False,sim_v60
2005-12-08,2005-12-09,day,0,觀望─,8,8,0,0,,,,,,sim_v60_skip
2005-12-09,2005-12-12,day,0,觀望─,8,8,0,0,,,,,,sim_v60_skip
2005-12-12,2005-12-13,day,0,觀望─,8,8,0,0,,,,,,sim_v60_skip
2005-12-13,2005-12-14,day,0,觀望─,5,5,0,0,,,,,,sim_v60_skip
2005-12-14,2005-12-15,day,0,觀望─,1,1,0,0,,,,,,sim_v60_skip
2005-12-15,2005-12-16,day,0,觀望─,2,2,0,0,,,,,,sim_v60_skip
2005-12-16,2005-12-19,day,0,觀望─,2,2,0,0,,,,,,sim_v60_skip
2005-12-19,2005-12-20,day,1,做多▲,8,8,0,0,6429,6427,-2.4,-74,False,sim_v60
2005-12-20,2005-12-21,day,1,做多▲,9,9,0,0,6443,6471,27.6,226,True,sim_v60
2005-12-21,2005-12-22,day,0,觀望─,7,7,0,0,,,,,,sim_v60_skip
2005-12-22,2005-12-23,day,1,做多▲,8,8,0,0,6452,6512,60.0,550,True,sim_v60
2005-12-23,2005-12-26,day,0,觀望─,9,9,0,0,,,,,,sim_v60_skip
2005-12-26,2005-12-27,day,1,做多▲,9,9,0,0,6540,6531,-9.7,-147,False,sim_v60
2005-12-27,2005-12-28,day,0,觀望─,9,9,0,0,,,,,,sim_v60_skip
2005-12-28,2005-12-29,day,0,觀望─,6,6,0,0,,,,,,sim_v60_skip
2005-12-29,2005-12-30,day,0,觀望─,6,6,0,0,,,,,,sim_v60_skip
2005-12-30,2006-01-02,day,1,做多▲,7,7,0,0,6459,6461,2.5,-25,False,sim_v60
2006-01-02,2006-01-03,day,0,觀望─,5,5,0,0,,,,,,sim_v60_skip
2006-01-03,2006-01-04,day,1,做多▲,7,7,0,0,6659,6615,-43.9,-489,False,sim_v60
2006-01-04,2006-01-05,day,1,做多▲,7,7,0,0,6671,6709,38.1,331,True,sim_v60
2006-01-05,2006-01-06,day,0,觀望─,8,8,0,0,,,,,,sim_v60_skip
2006-01-06,2006-01-09,day,1,做多▲,9,9,0,0,6753,6741,-11.7,-167,False,sim_v60
2006-01-09,2006-01-10,day,0,觀望─,7,7,0,0,,,,,,sim_v60_skip
2006-01-10,2006-01-11,day,0,觀望─,9,9,0,0,,,,,,sim_v60_skip
2006-01-11,2006-01-12,day,0,觀望─,7,7,0,0,,,,,,sim_v60_skip
2006-01-12,2006-01-13,day,1,做多▲,9,9,0,0,6731,6681,-49.2,-542,False,sim_v60
2006-01-13,2006-01-16,day,0,觀望─,5,5,0,0,,,,,,sim_v60_skip
2006-01-16,2006-01-17,day,0,觀望─,6,6,0,0,,,,,,sim_v60_skip
2006-01-17,2006-01-18,day,0,觀望─,5,5,0,0,,,,,,sim_v60_skip
2006-01-18,2006-01-19,day,0,觀望─,-5,-5,0,0,,,,,,sim_v60_skip
2006-01-19,2006-01-20,day,0,觀望─,-5,-5,0,0,,,,,,sim_v60_skip
2006-01-20,2006-01-23,day,0,觀望─,-3,-3,0,0,,,,,,sim_v60_skip
2006-01-23,2006-01-24,day,0,觀望─,-6,-6,0,0,,,,,,sim_v60_skip
2006-01-24,2006-01-25,day,-1,做空▼,-8,-8,0,0,6500,6533,-33.6,-386,False,sim_v60
2006-01-25,2006-02-03,day,0,觀望─,-7,-7,0,0,,,,,,sim_v60_skip
2006-02-03,2006-02-06,day,0,觀望─,-6,-6,0,0,,,,,,sim_v60_skip
2006-02-06,2006-02-07,day,0,觀望─,-2,-2,0,0,,,,,,sim_v60_skip
2006-02-07,2006-02-08,day,0,觀望─,4,4,0,0,,,,,,sim_v60_skip
2006-02-08,2006-02-09,day,0,觀望─,-4,-4,0,0,,,,,,sim_v60_skip
2006-02-09,2006-02-10,day,0,觀望─,-1,-1,0,0,,,,,,sim_v60_skip
2006-02-10,2006-02-13,day,0,觀望─,-3,-3,0,0,,,,,,sim_v60_skip
2006-02-13,2006-02-14,day,0,觀望─,-4,-4,0,0,,,,,,sim_v60_skip
2006-02-14,2006-02-15,day,0,觀望─,0,0,0,0,,,,,,sim_v60_skip
2006-02-15,2006-02-16,day,0,觀望─,-2,-2,0,0,,,,,,sim_v60_skip
2006-02-16,2006-02-17,day,0,觀望─,2,2,0,0,,,,,,sim_v60_skip
2006-02-17,2006-02-20,day,0,觀望─,2,2,0,0,,,,,,sim_v60_skip
2006-02-20,2006-02-21,day,0,觀望─,7,7,0,0,,,,,,sim_v60_skip
2006-02-21,2006-02-22,day,0,觀望─,5,5,0,0,,,,,,sim_v60_skip
2006-02-22,2006-02-23,day,0,觀望─,-1,-1,0,0,,,,,,sim_v60_skip
2006-02-23,2006-02-24,day,0,觀望─,-7,-7,0,0,,,,,,sim_v60_skip
2006-02-24,2006-02-27,day,0,觀望─,-6,-6,0,0,,,,,,sim_v60_skip
2006-02-27,2006-03-01,day,0,觀望─,-5,-5,0,0,,,,,,sim_v60_skip
2006-03-01,2006-03-02,day,0,觀望─,-2,-2,0,0,,,,,,sim_v60_skip
2006-03-02,2006-03-03,day,0,觀望─,0,0,0,0,,,,,,sim_v60_skip
2006-03-03,2006-03-06,day,-1,做空▼,-7,-7,0,0,6547,6577,-30.0,-350,False,sim_v60
2006-03-06,2006-03-07,day,0,觀望─,-1,-1,0,0,,,,,,sim_v60_skip
2006-03-07,2006-03-08,day,0,觀望─,-5,-5,0,0,,,,,,sim_v60_skip
2006-03-08,2006-03-09,day,0,觀望─,-5,-5,0,0,,,,,,sim_v60_skip
2006-03-09,2006-03-10,day,-1,做空▼,-9,-9,0,0,6491,6492,-0.6,-56,False,sim_v60
2006-03-10,2006-03-13,day,0,觀望─,-9,-9,0,0,,,,,,sim_v60_skip
2006-03-13,2006-03-14,day,-1,做空▼,-7,-7,0,0,6531,6461,70.2,652,True,sim_v60
2006-03-14,2006-03-15,day,0,觀望─,-9,-9,0,0,,,,,,sim_v60_skip
2006-03-15,2006-03-16,day,-1,做空▼,-7,-7,0,0,6527,6506,21.2,162,True,sim_v60
2006-03-16,2006-03-17,day,0,觀望─,-5,-5,0,0,,,,,,sim_v60_skip
2006-03-17,2006-03-20,day,0,觀望─,-3,-3,0,0,,,,,,sim_v60_skip
2006-03-20,2006-03-21,day,0,觀望─,-3,-3,0,0,,,,,,sim_v60_skip
2006-03-21,2006-03-22,day,0,觀望─,-5,-5,0,0,,,,,,sim_v60_skip
2006-03-22,2006-03-23,day,-1,做空▼,-10,-10,0,0,6412,6366,46.1,411,True,sim_v60
2006-03-23,2006-03-24,day,-1,做空▼,-10,-10,0,0,6366,6378,-11.7,-167,False,sim_v60
2006-03-24,2006-03-27,day,-1,做空▼,-9,-9,0,0,6407,6423,-15.6,-206,False,sim_v60
2006-03-27,2006-03-28,day,0,觀望─,-8,-8,0,0,,,,,,sim_v60_skip
2006-03-28,2006-03-29,day,0,觀望─,-6,-6,0,0,,,,,,sim_v60_skip
2006-03-29,2006-03-30,day,0,觀望─,-1,-1,0,0,,,,,,sim_v60_skip
2006-03-30,2006-03-31,day,0,觀望─,6,6,0,0,,,,,,sim_v60_skip
2006-03-31,2006-04-03,day,0,觀望─,7,7,0,0,,,,,,sim_v60_skip
